0.008333334,-2.84E-05
0.01666667,-3.47E-05
0.025,-4.22E-05
0.03333334,-4.80E-05
0.04166667,-4.82E-05
0.05,-3.84E-05
0.05833333,-1.33E-05
0.06666667,3.31E-05
0.075,0.000107165
0.08333334,0.000215594
0.09166667,0.00036538
0.1,0.000562642
0.1083333,0.000811648
0.1166667,0.001114286
0.125,0.001469899
0.1333333,0.001875184
0.1416667,0.002324175
0.15,0.002808534
0.1583333,0.003317919
0.1666667,0.003839873
0.175,0.004359409
0.1833333,0.004858796
0.1916667,0.005317915
0.2,0.005715422
0.2083333,0.006031122
0.2166667,0.006249722
0.225,0.006364901
0.2333333,0.006381735
0.2416667,0.006315604
0.25,0.006187875
0.2583333,0.006020509
0.2666667,0.005832128
0.275,0.005636487
0.2833333,0.005442746
0.2916667,0.005256437
0.3,0.005080499
0.3083333,0.004916128
0.3166667,0.004763406
0.325,0.004621688
0.3333333,0.004489899
0.3416667,0.0043668
0.35,0.004251171
0.3583333,0.004141912
0.3666667,0.004038099
0.375,0.003938992
0.3833333,0.003843777
0.3916667,0.003751531
0.4,0.003661502
0.4083333,0.003573287
0.4166667,0.003486585
0.425,0.003400952
0.4333333,0.00331594
0.4416667,0.00323144
0.45,0.003147829
0.4583333,0.003065679
0.4666667,0.002985265
0.475,0.002906386
0.4833333,0.002828654
0.4916667,0.002751898
0.5,0.002676226
0.5083333,0.00260181
0.5166667,0.002528816
0.525,0.00245741
0.5333334,0.002387691
0.5416667,0.002319466
0.55,0.002252199
0.5583333,0.002185401
0.5666667,0.002119057
0.575,0.002053577
0.5833333,0.001989536
0.5916666,0.001927309
0.6,0.001866866
0.6083333,0.001807831
0.6166667,0.001749843
0.625,0.001692805
0.6333333,0.001636796
0.6416667,0.001581948
0.65,0.001528494
0.6583334,0.001476616
0.6666667,0.001426145
0.675,0.001376547
0.6833333,0.001327425
0.6916667,0.001278955
0.7,0.001231682
0.7083333,0.001185838
0.7166666,0.001141086
0.725,0.001096938
0.7333333,0.001053173
0.7416667,0.001009721
0.75,0.000966411
0.7583333,0.000923131
0.7666667,0.000880074
0.775,0.000837605
0.7833334,0.000795908
0.7916667,0.000754781
0.8,0.000713807
0.8083333,0.000672702
0.8166667,0.000631597
0.825,0.000590954
0.8333333,0.000551358
0.8416666,0.000513453
0.85,0.00047791
0.8583333,0.000445172
0.8666667,0.000415169
0.875,0.000387315
0.8833333,0.000360783
0.8916667,0.000334818
0.9,0.000308849
0.9083334,0.000282303
0.9166667,0.000254527
0.925,0.000224911
0.9333333,0.000193335
0.9416667,0.000160273
0.95,0.000126474
0.9583333,9.27E-05
0.9666666,5.96E-05
0.975,2.75E-05
0.9833333,-3.70E-06
0.9916667,-3.49E-05
1,-6.71E-05
1.008333,-0.000101313
1.016667,-0.000137735
1.025,-0.000175558
1.033333,-0.000213362
1.041667,-0.000249963
1.05,-0.000284839
1.058333,-0.000317741
1.066667,-0.000348341
1.075,-0.000376359
1.083333,-0.000401713
1.091667,-0.000424411
1.1,-0.000444472
1.108333,-0.000461925
1.116667,-0.000476882
1.125,-0.000489406
1.133333,-0.000499364
1.141667,-0.000506483
1.15,-0.000510573
1.158333,-0.000511643
1.166667,-0.000509739
1.175,-0.000504963
1.183333,-0.000497554
1.191667,-0.000487771
1.2,-0.000475958
1.208333,-0.000462715
1.216667,-0.000448704
1.225,-0.000434306
1.233333,-0.000419647
1.241667,-0.000405137
1.25,-0.000391766
1.258333,-0.000380773
1.266667,-0.000372991
1.275,-0.000368487
1.283333,-0.000366636
1.291667,-0.000366524
1.3,-0.000367392
1.308333,-0.0003688
1.316667,-0.000370432
1.325,-0.000371963
1.333333,-0.0003732
1.341667,-0.000374153
1.35,-0.00037501
1.358333,-0.000375927
1.366667,-0.000376876
1.375,-0.000377759
1.383333,-0.000378527
1.391667,-0.00037925
1.4,-0.000380185
1.408333,-0.000381641
1.416667,-0.000383657
1.425,-0.00038581
1.433333,-0.000387486
1.441667,-0.000388347
1.45,-0.000388499
1.458333,-0.000388332
1.466667,-0.000388335
1.475,-0.000389069
1.483333,-0.000390977
1.491667,-0.000394043
1.5,-0.000397693
1.508333,-0.00040111
1.516667,-0.000403702
1.525,-0.000405386
1.533333,-0.00040656
1.541667,-0.00040777
1.55,-0.000409421
1.558333,-0.000411801
1.566667,-0.000415139
1.575,-0.000419334
1.583333,-0.000423852
1.591667,-0.000428096
1.6,-0.000431851
1.608333,-0.000435352
1.616667,-0.000438921
1.625,-0.000442542
1.633333,-0.000445887
1.641667,-0.000448793
1.65,-0.000451524
1.658333,-0.000454556
1.666667,-0.000458162
1.675,-0.000462387
1.683333,-0.00046711
1.691667,-0.000471927
1.7,-0.000476297
1.708333,-0.000480045
1.716667,-0.000483535
1.725,-0.000487182
1.733333,-0.000491057
1.741667,-0.00049502
1.75,-0.000498954
1.758333,-0.000502773
1.766667,-0.000506431
1.775,-0.00050997
